LEADID,Last Name,Company,Lead Owner Id,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED
1840,Sven,"Tubelite, Inc.",1002,Santa Cruz Clara,sven@samplecompany.com,(800) - 456 - 1840,,Communications,Partner,Lost Lead,"21 Mar, 2012 00:00:00",
1841,Mario,Alcan Ingot,1001,Rozario Diego,mario@samplecompany.com,(800) - 456 - 1841,,IT Services,Public Relations,Contacted,"21 Mar, 2012 00:00:00",
1843,Paul,Small Tube Products,1006,Harold Pawlan,paul@samplecompany.com,(800) - 456 - 1843,,Financial Services,Sales Mail Alias,Pre Qualified,"21 Mar, 2012 00:00:00",
1845,Paula,Coast Gear Inc,1009,Thomas Mondrake,paula@samplecompany.com,(800) - 456 - 1845,,Pharma,Sales Mail Alias,Contacted,"21 Mar, 2012 00:00:00",
1846,Mario,Dade Steel Sales Corp Inc,1003,Lazar Mathew,mario@samplecompany.com,(800) - 456 - 1846,,Financial Services,Partner,Junk Lead,"21 Mar, 2012 00:00:00",
1858,John,Brazeway Indiana Inc.,1002,Santa Cruz Clara,john@samplecompany.com,(800) - 456 - 1858,,Education,Advertisement,Contact in Future,"13 Mar, 2012 00:00:00",
1134,Jonas,Spence Technologies Inc,1007,David Love,jonas@samplecompany.com,(800) - 456 - 1134,,IT Services,Web Research,Junk Lead,"13 Mar, 2012 00:00:00",
1862,Karin,Gear Headquarters Inc,1001,Rozario Diego,karin@samplecompany.com,(800) - 456 - 1862,,Communications,Partner,Contact in Future,"08 Mar, 2012 00:00:00",
1864,Fredrique,Hydro Aluminum North America,1002,Santa Cruz Clara,fredrique@samplecompany.com,(800) - 456 - 1864,,Consulting,Web Research,Junk Lead,"07 Mar, 2012 00:00:00",
1865,Chris,Acheson Colloids Company,1007,David Love,chris@samplecompany.com,(800) - 456 - 1865,,IT Services,Public Relations,Attempted to Contact,"07 Mar, 2012 00:00:00",
1867,Carine,Sewall Gear Manufacturing Co,1009,Thomas Mondrake,carine@samplecompany.com,(800) - 456 - 1867,,Technology,External Referral,Contact in Future,"07 Mar, 2012 00:00:00",
1868,Daniel,Sterling Instrument,1004,Pete Zachriah,daniel@samplecompany.com,(800) - 456 - 1868,,Consulting,Cold Call,Lost Lead,"07 Mar, 2012 00:00:00",
1870,Yoshi,Ulven Forgings Inc,1004,Pete Zachriah,yoshi@samplecompany.com,(800) - 456 - 1870,,IT Services,Employee Referral,Pre Qualified,"07 Mar, 2012 00:00:00",
1871,Maurizio,Uniflow Corp/Plt 1,1006,Harold Pawlan,maurizio@samplecompany.com,(800) - 456 - 1871,,Education,Sales Mail Alias,Contact in Future,"07 Mar, 2012 00:00:00",
1874,Art,Wiseco Piston Inc.,1003,Lazar Mathew,art@samplecompany.com,(800) - 456 - 1874,,Communications,Partner,Attempted to Contact,"06 Mar, 2012 00:00:00",
1877,Art,Ford Motor Company,1003,Lazar Mathew,art@samplecompany.com,(800) - 456 - 1877,,Technology,Employee Referral,Lost Lead,"06 Mar, 2012 00:00:00",
1878,Giovanni,Advanced Metal Forming Technologies Inc.,1008,Roger Terrence,giovanni@samplecompany.com,(800) - 456 - 1878,,Education,Employee Referral,Contacted,"06 Mar, 2012 00:00:00",
1880,Paula,Indal Aluminum,1004,Pete Zachriah,paula@samplecompany.com,(800) - 456 - 1880,,Service Provider,Trade Show,Contact in Future,"22 Feb, 2012 00:00:00",
1907,Guillermo,Gear-Tech Inc,1011,Tina Thomas,guillermo@samplecompany.com,(800) - 456 - 1907,,Government/Military,Web Research,Contact in Future,"21 Feb, 2012 00:00:00",
1909,Bob,Modified Gear & Spline Inc,1004,Pete Zachriah,bob@samplecompany.com,(800) - 456 - 1909,,Education,External Referral,Junk Lead,"21 Feb, 2012 00:00:00",
1910,Marie,TCB Inc,1001,Rozario Diego,marie@samplecompany.com,(800) - 456 - 1910,,Communications,External Referral,Pre Qualified,"21 Feb, 2012 00:00:00",
1912,Maria,Drilltube International,1004,Pete Zachriah,maria@samplecompany.com,(800) - 456 - 1912,,Pharma,Web Research,Lost Lead,"21 Feb, 2012 00:00:00",
1010,Giovanni,Russell Manufacturing & Sales Inc,1010,Augustine Paul,giovanni@samplecompany.com,(800) - 456 - 1010,,Consulting,Employee Referral,Contact in Future,"21 Feb, 2012 00:00:00",
1011,Mark,Turbine Engine Components Technologies Corp.,1005,Steffi Graf,mark@samplecompany.com,(800) - 456 - 1011,,Technology,External Referral,Lost Lead,"21 Feb, 2012 00:00:00",
1913,Philip,Kawneer Company (ALCOA),1007,David Love,philip@samplecompany.com,(800) - 456 - 1913,,Pharma,External Referral,Contacted,"19 Feb, 2012 00:00:00",
1914,Mary,Kaiser Aluminum,1001,Rozario Diego,mary@samplecompany.com,(800) - 456 - 1914,,Consulting,Trade Show,Not Contacted,"19 Feb, 2012 00:00:00",
1917,Patricio,Wyman Gordon Company,1004,Pete Zachriah,patricio@samplecompany.com,(800) - 456 - 1917,,Pharma,OnlineStore,Contacted,"19 Feb, 2012 00:00:00",
1923,Laurence,Security Cable Co Inc,1004,Pete Zachriah,laurence@samplecompany.com,(800) - 456 - 1923,,Technology,Public Relations,Not Contacted,"19 Feb, 2012 00:00:00",
1924,Andre,Standard Steel,1004,Pete Zachriah,andre@samplecompany.com,(800) - 456 - 1924,,Education,Partner,Pre Qualified,"19 Feb, 2012 00:00:00",
1925,Bob,Complete Machine Shop Services,1008,Roger Terrence,bob@samplecompany.com,(800) - 456 - 1925,,Communications,Public Relations,Contact in Future,"09 Feb, 2012 00:00:00",
2116,Diego,Richland Specialty Extrusions,1009,Thomas Mondrake,diego@samplecompany.com,(800) - 456 - 2116,,Government/Military,External Referral,Attempted to Contact,"07 Feb, 2012 00:00:00",
2117,Sue,ALCOA - Tifton Aluminum Company,1011,Tina Thomas,sue@samplecompany.com,(800) - 456 - 2117,,Education,OnlineStore,Pre Qualified,"07 Feb, 2012 00:00:00",
2118,Alan,Amega Industries,1002,Santa Cruz Clara,alan@samplecompany.com,(800) - 456 - 2118,,IT Services,Web Research,Contact in Future,"07 Feb, 2012 00:00:00",
2119,Sergio,Mac Steel Arkansas - Div. of Quanex Corp.,1008,Roger Terrence,sergio@samplecompany.com,(800) - 456 - 2119,,Financial Services,Web Research,Lost Lead,"07 Feb, 2012 00:00:00",
2120,Carine,A F Machine Co,1005,Steffi Graf,carine@samplecompany.com,(800) - 456 - 2120,,Technology,Partner,Not Contacted,"07 Feb, 2012 00:00:00",
2121,Bill,Advance Machine Works Corp,1001,Rozario Diego,bill@samplecompany.com,(800) - 456 - 2121,,Pharma,Advertisement,Pre Qualified,"07 Feb, 2012 00:00:00",
2122,Daniel,All Seasons Vehicle,1011,Tina Thomas,daniel@samplecompany.com,(800) - 456 - 2122,,Pharma,Sales Mail Alias,Contact in Future,"07 Feb, 2012 00:00:00",
2123,Fran,Bergerson Screw Products Inc,1007,David Love,fran@samplecompany.com,(800) - 456 - 2123,,Financial Services,Advertisement,Contacted,"07 Feb, 2012 00:00:00",
2124,Christina,Bergman Tool Manufacturing Co,1006,Harold Pawlan,christina@samplecompany.com,(800) - 456 - 2124,,IT Services,OnlineStore,Junk Lead,"07 Feb, 2012 00:00:00",
2125,Yvonne,Chicago Power Steering Co,1003,Lazar Mathew,yvonne@samplecompany.com,(800) - 456 - 2125,,Government/Military,Partner,Attempted to Contact,"07 Feb, 2012 00:00:00",
2126,John,Cogmatic Machines Inc,1007,David Love,john@samplecompany.com,(800) - 456 - 2126,,Pharma,External Referral,Pre Qualified,"07 Feb, 2012 00:00:00",
2127,Carlos,Helsel Inc,1009,Thomas Mondrake,carlos@samplecompany.com,(800) - 456 - 2127,,Consulting,OnlineStore,Contact in Future,"07 Feb, 2012 00:00:00",
2128,Georg,K T D Inc,1006,Harold Pawlan,georg@samplecompany.com,(800) - 456 - 2128,,Pharma,Sales Mail Alias,Lost Lead,"07 Feb, 2012 00:00:00",
2129,Bill,Metform LLC,1007,David Love,bill@samplecompany.com,(800) - 456 - 2129,,Government/Military,Employee Referral,Contacted,"07 Feb, 2012 00:00:00",
2130,Karin,Tollerud Machine Shop,1001,Rozario Diego,karin@samplecompany.com,(800) - 456 - 2130,,Government/Military,Trade Show,Pre Qualified,"07 Feb, 2012 00:00:00",
2131,Patricio,Voges Gun & Machine Shop,1001,Rozario Diego,patricio@samplecompany.com,(800) - 456 - 2131,,Communications,Advertisement,Contact in Future,"07 Feb, 2012 00:00:00",
2132,Ann,Waltec American Forging Inc.,1009,Thomas Mondrake,ann@samplecompany.com,(800) - 456 - 2132,,Financial Services,Sales Mail Alias,Contacted,"07 Feb, 2012 00:00:00",
2133,Jytte,SPX Comtech/Metal Forge,1009,Thomas Mondrake,jytte@samplecompany.com,(800) - 456 - 2133,,Education,Public Relations,Junk Lead,"07 Feb, 2012 00:00:00",
1935,Dominique,Coscaed Inc.,1008,Roger Terrence,dominique@samplecompany.com,(800) - 456 - 1935,,IT Services,OnlineStore,Contacted,"03 Feb, 2012 00:00:00",
1936,Karin,Sherwin-Williams Co.,1010,Augustine Paul,karin@samplecompany.com,(800) - 456 - 1936,,Consulting,Advertisement,Junk Lead,"03 Feb, 2012 00:00:00",
1937,Aria,ITT Automotive,1004,Pete Zachriah,aria@samplecompany.com,(800) - 456 - 1937,,Pharma,Web Research,Attempted to Contact,"03 Feb, 2012 00:00:00",
1938,Carine,P R Die & Stamping Co,1009,Thomas Mondrake,carine@samplecompany.com,(800) - 456 - 1938,,Government/Military,External Referral,Pre Qualified,"03 Feb, 2012 00:00:00",
1939,Bob,Wasatch Tool & Die Inc,1003,Lazar Mathew,bob@samplecompany.com,(800) - 456 - 1939,,Technology,OnlineStore,Contact in Future,"03 Feb, 2012 00:00:00",
1941,Paolo,Rexroth Corporation,1009,Thomas Mondrake,paolo@samplecompany.com,(800) - 456 - 1941,,Government/Military,Employee Referral,Not Contacted,"02 Feb, 2012 00:00:00",
1942,Guillermo,International Aluminum Corp.,1004,Pete Zachriah,guillermo@samplecompany.com,(800) - 456 - 1942,,Communications,Advertisement,Pre Qualified,"02 Feb, 2012 00:00:00",
1943,Liu,Vistawall Architectural Products,1004,Pete Zachriah,liu@samplecompany.com,(800) - 456 - 1943,,IT Services,Sales Mail Alias,Contact in Future,"02 Feb, 2012 00:00:00",
1944,Ana,Cornell Forge Co,1008,Roger Terrence,ana@samplecompany.com,(800) - 456 - 1944,,Technology,Cold Call,Contacted,"02 Feb, 2012 00:00:00",
1945,Giovanni,International Fineblanking Corp,1003,Lazar Mathew,giovanni@samplecompany.com,(800) - 456 - 1945,,Financial Services,Public Relations,Junk Lead,"02 Feb, 2012 00:00:00",
1946,Janine,Wedin International Inc,1002,Santa Cruz Clara,janine@samplecompany.com,(800) - 456 - 1946,,Government/Military,Public Relations,Attempted to Contact,"02 Feb, 2012 00:00:00",
1947,Elizabeth,Dayton/Richmond Concrete Accessories,1001,Rozario Diego,elizabeth@samplecompany.com,(800) - 456 - 1947,,Manufacturing,External Referral,Pre Qualified,"02 Feb, 2012 00:00:00",
1948,Yvonne,Briteline Extrusion Inc.,1005,Steffi Graf,yvonne@samplecompany.com,(800) - 456 - 1948,,Consulting,Trade Show,Contact in Future,"01 Feb, 2012 00:00:00",
1949,Pedro,Kebert Industries Inc.,1001,Rozario Diego,pedro@samplecompany.com,(800) - 456 - 1949,,Education,OnlineStore,Lost Lead,"01 Feb, 2012 00:00:00",
1950,Georg,Kraft Fluid Systems,1009,Thomas Mondrake,georg@samplecompany.com,(800) - 456 - 1950,,Government/Military,Web Research,Not Contacted,"01 Feb, 2012 00:00:00",
1951,Karin,Chadwick Machine Co,1010,Augustine Paul,karin@samplecompany.com,(800) - 456 - 1951,,Communications,Web Research,Pre Qualified,"01 Feb, 2012 00:00:00",
1952,John,Swenson Machine,1001,Rozario Diego,john@samplecompany.com,(800) - 456 - 1952,,Service Provider,External Referral,Contact in Future,"01 Feb, 2012 00:00:00",
1953,Patricia,Van Zeeland Manufacturing Inc,1003,Lazar Mathew,patricia@samplecompany.com,(800) - 456 - 1953,,Service Provider,Advertisement,Contacted,"01 Feb, 2012 00:00:00",
1955,Diego,Futura Industries Corporation,1001,Rozario Diego,diego@samplecompany.com,(800) - 456 - 1955,,IT Services,Cold Call,Attempted to Contact,"22 Jan, 2012 00:00:00",
1957,Art,Exact Extrusion,1010,Augustine Paul,art@samplecompany.com,(800) - 456 - 1957,,Technology,Trade Show,Contact in Future,"22 Jan, 2012 00:00:00",
1960,Jose,Lacerta Group,1003,Lazar Mathew,jose@samplecompany.com,(800) - 456 - 1960,,Technology,OnlineStore,Pre Qualified,"22 Jan, 2012 00:00:00",
1968,Eduardo,Pacific Broach & Eng Assoc Inc,1011,Tina Thomas,eduardo@samplecompany.com,(800) - 456 - 1968,,Manufacturing,Web Research,Contacted,"22 Jan, 2012 00:00:00",
1971,Jonas,Kohler Company,1001,Rozario Diego,jonas@samplecompany.com,(800) - 456 - 1971,,Communications,Cold Call,Contacted,"22 Jan, 2012 00:00:00",
2241,Helen,World Market Development,1002,Santa Cruz Clara,helen@samplecompany.com,(800) - 456 - 2241,,Pharma,OnlineStore,Junk Lead,"21 Jan, 2012 00:00:00",
2242,Sergio,Allegheny Ludlum Steel,1010,Augustine Paul,sergio@samplecompany.com,(800) - 456 - 2242,,IT Services,Public Relations,Attempted to Contact,"21 Jan, 2012 00:00:00",
2244,Thomas,American Hollow Boring Co,1010,Augustine Paul,thomas@samplecompany.com,(800) - 456 - 2244,,Communications,OnlineStore,Contact in Future,"21 Jan, 2012 00:00:00",
2245,Art,Carius Tool Co Inc,1005,Steffi Graf,art@samplecompany.com,(800) - 456 - 2245,,Manufacturing,Partner,Lost Lead,"21 Jan, 2012 00:00:00",
2246,Mark,Circle Gear & Machine Co Inc,1006,Harold Pawlan,mark@samplecompany.com,(800) - 456 - 2246,,Pharma,Web Research,Contacted,"21 Jan, 2012 00:00:00",
2247,Howard,Altec Aluminum Technologies,1006,Harold Pawlan,howard@samplecompany.com,(800) - 456 - 2247,,Financial Services,Web Research,Not Contacted,"21 Jan, 2012 00:00:00",
2249,Chris,Gem Machining & Gear Co Inc,1004,Pete Zachriah,chris@samplecompany.com,(800) - 456 - 2249,,Manufacturing,OnlineStore,Contact in Future,"21 Jan, 2012 00:00:00",
2250,Catherine,Grizzly Manufacturing Inc,1008,Roger Terrence,catherine@samplecompany.com,(800) - 456 - 2250,,IT Services,Web Research,Junk Lead,"21 Jan, 2012 00:00:00",
2251,Pascale,Lefere Forge & Machine Co,1008,Roger Terrence,pascale@samplecompany.com,(800) - 456 - 2251,,Financial Services,Partner,Attempted to Contact,"21 Jan, 2012 00:00:00",
2252,Jean,North Texas Valve & Machine,1001,Rozario Diego,jean@samplecompany.com,(800) - 456 - 2252,,Communications,Public Relations,Pre Qualified,"21 Jan, 2012 00:00:00",
2253,Janine,Northern Boiler Co,1001,Rozario Diego,janine@samplecompany.com,(800) - 456 - 2253,,Communications,External Referral,Contact in Future,"21 Jan, 2012 00:00:00",
2254,Anabela,Planetgear Reducers,1001,Rozario Diego,anabela@samplecompany.com,(800) - 456 - 2254,,Pharma,Trade Show,Lost Lead,"21 Jan, 2012 00:00:00",
2255,Christina,Riverpoint Tool Co Inc,1006,Harold Pawlan,christina@samplecompany.com,(800) - 456 - 2255,,Financial Services,Employee Referral,Contacted,"21 Jan, 2012 00:00:00",
2256,Art,Sawyer Industries Inc,1004,Pete Zachriah,art@samplecompany.com,(800) - 456 - 2256,,Communications,Cold Call,Not Contacted,"21 Jan, 2012 00:00:00",
2258,Guillermo,Wallin Brothers Inc,1007,David Love,guillermo@samplecompany.com,(800) - 456 - 2258,,Technology,Partner,Contact in Future,"21 Jan, 2012 00:00:00",
2259,Howard,Ward Forging Co Inc,1011,Tina Thomas,howard@samplecompany.com,(800) - 456 - 2259,,Technology,Advertisement,Contacted,"21 Jan, 2012 00:00:00",
2260,Laurence,Webb Forging Company,1007,David Love,laurence@samplecompany.com,(800) - 456 - 2260,,Technology,Cold Call,Attempted to Contact,"21 Jan, 2012 00:00:00",
2262,Helvetius,Piper Farm Products Inc.,1003,Lazar Mathew,helvetius@samplecompany.com,(800) - 456 - 2262,,Consulting,Public Relations,Contact in Future,"21 Jan, 2012 00:00:00",
2263,Annette,Pacific Coast Flange,1003,Lazar Mathew,annette@samplecompany.com,(800) - 456 - 2263,,Consulting,Partner,Lost Lead,"21 Jan, 2012 00:00:00",
2264,Jose,Plymouth Extrudes Shapes,1009,Thomas Mondrake,jose@samplecompany.com,(800) - 456 - 2264,,IT Services,Sales Mail Alias,Contacted,"21 Jan, 2012 00:00:00",
2265,Jonas,Brunner & Lay Inc.,1003,Lazar Mathew,jonas@samplecompany.com,(800) - 456 - 2265,,Pharma,Employee Referral,Not Contacted,"21 Jan, 2012 00:00:00",
1012,Palle,Superior Industries International Inc.,1006,Harold Pawlan,palle@samplecompany.com,(800) - 456 - 1012,,Consulting,Cold Call,Contacted,"21 Jan, 2012 00:00:00",
1975,John,"Bloom Engineering Co., Inc.",1007,David Love,john@samplecompany.com,(800) - 456 - 1975,,Pharma,Web Research,Contact in Future,"20 Jan, 2012 00:00:00",
1977,Giovanni,Amera Gear Co Inc,1008,Roger Terrence,giovanni@samplecompany.com,(800) - 456 - 1977,,Government/Military,Partner,Contacted,"20 Jan, 2012 00:00:00",
1980,Martyn,Continuous Metal Technology Inc,1008,Roger Terrence,martyn@samplecompany.com,(800) - 456 - 1980,,Technology,Sales Mail Alias,Contacted,"20 Jan, 2012 00:00:00",
1984,Sergio,Stone County Iron Works,1002,Santa Cruz Clara,sergio@samplecompany.com,(800) - 456 - 1984,,Consulting,Sales Mail Alias,Contact in Future,"20 Jan, 2012 00:00:00",
1987,Michael,Prymus Corporation,1005,Steffi Graf,michael@samplecompany.com,(800) - 456 - 1987,,Communications,Sales Mail Alias,Not Contacted,"20 Jan, 2012 00:00:00",
1989,Janete,Alcoa Extruded Construction Products,1010,Augustine Paul,janete@samplecompany.com,(800) - 456 - 1989,,Financial Services,Cold Call,Contact in Future,"18 Jan, 2012 00:00:00",
1992,Yvonne,Ohio University,1011,Tina Thomas,yvonne@samplecompany.com,(800) - 456 - 1992,,Consulting,Web Research,Pre Qualified,"18 Jan, 2012 00:00:00",
1998,Miguel,Bison Gear & Engineering Corp,1005,Steffi Graf,miguel@samplecompany.com,(800) - 456 - 1998,,IT Services,Cold Call,Contact in Future,"18 Jan, 2012 00:00:00",
2002,Bob,Fort Worth Forging Die Inc,1006,Harold Pawlan,bob@samplecompany.com,(800) - 456 - 2002,,Pharma,Trade Show,Contacted,"18 Jan, 2012 00:00:00",
2003,Jose,Kautzmann Machine Works Inc,1003,Lazar Mathew,jose@samplecompany.com,(800) - 456 - 2003,,Consulting,Advertisement,Not Contacted,"18 Jan, 2012 00:00:00",
2006,Steve,Tek Gear & Machine Inc,1004,Pete Zachriah,steve@samplecompany.com,(800) - 456 - 2006,,Technology,External Referral,Contacted,"18 Jan, 2012 00:00:00",
2008,Janine,Trade Interface Corporation,1008,Roger Terrence,janine@samplecompany.com,(800) - 456 - 2008,,Education,Advertisement,Attempted to Contact,"18 Jan, 2012 00:00:00",
2017,Paula,Custom Extrusion Tooling,1002,Santa Cruz Clara,paula@samplecompany.com,(800) - 456 - 2017,,Education,Employee Referral,Attempted to Contact,"03 Jan, 2012 00:00:00",
2026,Laurence,Webster Cold Forge Co Inc,1003,Lazar Mathew,laurence@samplecompany.com,(800) - 456 - 2026,,Government/Military,External Referral,Attempted to Contact,"02 Jan, 2012 00:00:00",
2032,Michael,Metaldyne,1009,Thomas Mondrake,michael@samplecompany.com,(800) - 456 - 2032,,Service Provider,Public Relations,Contact in Future,"01 Jan, 2012 00:00:00",
2037,Jaime,GPB Distributing Inc.,1003,Lazar Mathew,jaime@samplecompany.com,(800) - 456 - 2037,,Pharma,Sales Mail Alias,Contact in Future,"23 Dec, 2011 00:00:00",
2064,Pirkko,Falls Metal Stampings,1009,Thomas Mondrake,pirkko@samplecompany.com,(800) - 456 - 2064,,IT Services,Employee Referral,Contact in Future,"20 Dec, 2011 00:00:00",
2065,Rita,Foundry Engineers Inc,1007,David Love,rita@samplecompany.com,(800) - 456 - 2065,,Consulting,OnlineStore,Lost Lead,"20 Dec, 2011 00:00:00",
2067,Horst,LakeWay Gear Corp,1003,Lazar Mathew,horst@samplecompany.com,(800) - 456 - 2067,,Government/Military,Partner,Not Contacted,"20 Dec, 2011 00:00:00",
2069,Jose,Miller Centrifugal Casting,1010,Augustine Paul,jose@samplecompany.com,(800) - 456 - 2069,,IT Services,Web Research,Contact in Future,"20 Dec, 2011 00:00:00",
2071,Mario,Tifco Gage & Gear,1009,Thomas Mondrake,mario@samplecompany.com,(800) - 456 - 2071,,Government/Military,Cold Call,Attempted to Contact,"20 Dec, 2011 00:00:00",
2074,Mary,Tubular Processors USA Ltd.,1006,Harold Pawlan,mary@samplecompany.com,(800) - 456 - 2074,,Education,Web Research,Lost Lead,"20 Dec, 2011 00:00:00",
2134,Aria,Indalex Aluminum Solutions,1009,Thomas Mondrake,aria@samplecompany.com,(800) - 456 - 2134,,Government/Military,Cold Call,Attempted to Contact,"18 Dec, 2011 00:00:00",
2136,Sue,Pye Metallurgical Consulting,1001,Rozario Diego,sue@samplecompany.com,(800) - 456 - 2136,,Financial Services,Public Relations,Contact in Future,"18 Dec, 2011 00:00:00",
2137,Fran,Shieldalloy Metallurgical Corporation,1001,Rozario Diego,fran@samplecompany.com,(800) - 456 - 2137,,Service Provider,Public Relations,Lost Lead,"18 Dec, 2011 00:00:00",
2138,Diego,Thorpe Technologies Inc.,1007,David Love,diego@samplecompany.com,(800) - 456 - 2138,,Pharma,Employee Referral,Contacted,"18 Dec, 2011 00:00:00",
2139,Jytte,U.S. Steel Corporation,1006,Harold Pawlan,jytte@samplecompany.com,(800) - 456 - 2139,,Service Provider,Public Relations,Not Contacted,"18 Dec, 2011 00:00:00",
2140,Giovanni,Flex Manufacturing Inc,1006,Harold Pawlan,giovanni@samplecompany.com,(800) - 456 - 2140,,Education,Partner,Contact in Future,"18 Dec, 2011 00:00:00",
